"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2009","Romania","Total","Total","Number","20,440,290",""
"2009","Slovenia","Total","Total","Number","2,032,362",""
"2009","Slovakia","Total","Total","Number","5,382,401",""
"2009","Finland","Total","Total","Number","5,326,314",""
"2009","Sweden","Total","Total","Number","9,256,347",""
"2009","United Kingdom","Total","Total","Number","62,042,343",""
"2009","Iceland","Total","Total","Number","319,368",""
"2009","Liechtenstein","Total","Total","Number","35,589",""
"2009","Norway","Total","Total","Number","4,799,252",""
"2009","Switzerland","Total","Total","Number","7,701,856",""
"2009","Montenegro","Total","Total","Number","617,157",""
"2009","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,048,619",""
"2009","Albania","Total","Total","Number","2,936,355",""
"2009","Serbia","Total","Total","Number","7,334,937",""
"2009","Turkey","Total","Total","Number","71,517,100",""
"2009","Andorra","Total","Total","Number","84,484",""
"2009","Belarus","Total","Total","Number","9,671,912",""
"2009","Bosnia and Herzegovina","Total","Total","Number","3,843,998",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2,180,686",""
"2009","Moldova","Total","Total","Number","3,567,512",""
"2009","Monaco","Total","Total","Number",":",""
"2009","Russia","Total","Total","Number","141,903,979",""
"2009","San Marino","Total","Total","Number","31,269",""
"2009","Ukraine","Total","Total","Number","45,963,359",""
"2009","Armenia","Total","Total","Number","3,237,976",""
"2009","Azerbaijan","Total","Total","Number","8,896,900",""
"2009","Georgia","Total","Total","Number","4,385,429",""
"2010","Belgium","Total","Total","Number","10,839,905",""
"2010","Bulgaria","Total","Total","Number","7,421,766",""
"2010","Czechia","Total","Total","Number","10,462,088",""
"2010","Denmark","Total","Total","Number","5,534,738",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Total","Number","81,802,257",""
"2010","Estonia","Total","Total","Number","1,333,290",""
"2010","Ireland","Total","Total","Number","4,549,428",""
"2010","Greece","Total","Total","Number","11,119,289",""
"2010","Spain","Total","Total","Number","46,486,619",""
"2010","France","Total","Total","Number","64,658,856",""
"2010","France (metropolitan)","Total","Total","Number","62,765,235",""
"2010","Croatia","Total","Total","Number","4,302,847",""
"2010","Italy","Total","Total","Number","59,190,143",""
"2010","Cyprus","Total","Total","Number","819,140",""
"2010","Latvia","Total","Total","Number","2,120,504",""
"2010","Lithuania","Total","Total","Number","3,141,976",""
"2010","Luxembourg","Total","Total","Number","502,066",""
"2010","Hungary","Total","Total","Number","10,014,324",""
"2010","Malta","Total","Total","Number","414,027",""
"2010","Netherlands","Total","Total","Number","16,574,989",""
"2010","Austria","Total","Total","Number","8,351,643",""
"2010","Poland","Total","Total","Number","38,022,869","b"
"2010","Portugal","Total","Total","Number","10,573,479",""
"2010","Romania","Total","Total","Number","20,294,683",""
"2010","Slovenia","Total","Total","Number","2,046,976",""
"2010","Slovakia","Total","Total","Number","5,390,410",""
"2010","Finland","Total","Total","Number","5,351,427",""
"2010","Sweden","Total","Total","Number","9,340,682",""
"2010","United Kingdom","Total","Total","Number","62,510,197",""
"2010","Iceland","Total","Total","Number","317,630",""
"2010","Liechtenstein","Total","Total","Number","35,894",""
"2010","Norway","Total","Total","Number","4,858,199",""
"2010","Switzerland","Total","Total","Number","7,785,806",""
"2010","Montenegro","Total","Total","Number","619,001",""
"2010","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,052,722",""
"2010","Albania","Total","Total","Number","2,918,674",""
"2010","Serbia","Total","Total","Number","7,306,677",""
"2010","Turkey","Total","Total","Number","72,561,312",""
"2010","Andorra","Total","Total","Number","84,082",""
"2010","Belarus","Total","Total","Number","9,480,178",""
"2010","Bosnia and Herzegovina","Total","Total","Number","3,844,046",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2,208,107",""
"2010","Moldova","Total","Total","Number","3,563,695",""
"2010","Monaco","Total","Total","Number",":",""
"2010","Russia","Total","Total","Number","141,914,509",""
"2010","San Marino","Total","Total","Number",":",""
"2010","Ukraine","Total","Total","Number","45,782,592",""
"2010","Armenia","Total","Total","Number","3,249,482",""
"2010","Azerbaijan","Total","Total","Number","8,997,586",""
"2010","Georgia","Total","Total","Number","4,436,391",""
"2011","Belgium","Total","Total","Number","11,000,638","b"
"2011","Bulgaria","Total","Total","Number","7,369,431",""
"2011","Czechia","Total","Total","Number","10,486,731",""
"2011","Denmark","Total","Total","Number","5,560,628",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Number","80,222,065","b"
"2011","Estonia","Total","Total","Number","1,329,660",""
"2011","Ireland","Total","Total","Number","4,570,881",""
"2011","Greece","Total","Total","Number","11,123,392",""
"2011","Spain","Total","Total","Number","46,667,174",""
"2011","France","Total","Total","Number","64,978,721",""
"2011","France (metropolitan)","Total","Total","Number","63,070,344",""
"2011","Croatia","Total","Total","Number","4,289,857",""
"2011","Italy","Total","Total","Number","59,364,690",""
"2011","Cyprus","Total","Total","Number","839,751",""
"2011","Latvia","Total","Total","Number","2,074,605",""
"2011","Lithuania","Total","Total","Number","3,052,588",""
"2011","Luxembourg","Total","Total","Number","511,840",""
"2011","Hungary","Total","Total","Number","9,985,722",""
"2011","Malta","Total","Total","Number","414,989",""
"2011","Netherlands","Total","Total","Number","16,655,799",""
"2011","Austria","Total","Total","Number","8,375,164",""
"2011","Poland","Total","Total","Number","38,062,718",""
"2011","Portugal","Total","Total","Number","10,572,721",""
"2011","Romania","Total","Total","Number","20,199,059",""
"2011","Slovenia","Total","Total","Number","2,050,189",""
"2011","Slovakia","Total","Total","Number","5,392,446",""
"2011","Finland","Total","Total","Number","5,375,276",""
"2011","Sweden","Total","Total","Number","9,415,570",""
"2011","United Kingdom","Total","Total","Number","63,022,532",""
"2011","Iceland","Total","Total","Number","318,452",""
"2011","Liechtenstein","Total","Total","Number","36,149",""
"2011","Norway","Total","Total","Number","4,920,305",""
"2011","Switzerland","Total","Total","Number","7,870,134","b"
"2011","Montenegro","Total","Total","Number","619,850",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,057,284",""
"2011","Albania","Total","Total","Number","2,907,361",""
"2011","Serbia","Total","Total","Number","7,251,549","b"
"2011","Turkey","Total","Total","Number","73,722,988",""
"2011","Andorra","Total","Total","Number","78,115",""
"2011","Belarus","Total","Total","Number","9,481,193",""
"2011","Bosnia and Herzegovina","Total","Total","Number","3,843,183",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","1,794,180","b"
"2011","Moldova","Total","Total","Number","3,560,430",""
"2011","Monaco","Total","Total","Number",":",""
"2011","Russia","Total","Total","Number","142,856,536",""
"2011","San Marino","Total","Total","Number","31,863",""
"2011","Ukraine","Total","Total","Number","45,598,179",""
"2011","Armenia","Total","Total","Number","3,262,650",""
"2011","Azerbaijan","Total","Total","Number","9,111,078",""
"2011","Georgia","Total","Total","Number","4,469,250",""
"2012","Belgium","Total","Total","Number","11,075,889","b"
"2012","Bulgaria","Total","Total","Number","7,327,224",""
"2012","Czechia","Total","Total","Number","10,505,445",""
"2012","Denmark","Total","Total","Number","5,580,516",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Total","Number","80,327,900",""
"2012","Estonia","Total","Total","Number","1,325,217",""
"2012","Ireland","Total","Total","Number","4,589,287",""
"2012","Greece","Total","Total","Number","11,086,406",""
"2012","Spain","Total","Total","Number","46,818,219",""
"2012","France","Total","Total","Number","65,276,983","b"
"2012","France (metropolitan)","Total","Total","Number","63,375,971",""
"2012","Croatia","Total","Total","Number","4,275,984",""
"2012","Italy","Total","Total","Number","59,394,207",""
"2012","Cyprus","Total","Total","Number","862,011",""
"2012","Latvia","Total","Total","Number","2,044,813",""
"2012","Lithuania","Total","Total","Number","3,003,641",""
"2012","Luxembourg","Total","Total","Number","524,853","b"
"2012","Hungary","Total","Total","Number","9,931,925","b"
"2012","Malta","Total","Total","Number","417,546",""
"2012","Netherlands","Total","Total","Number","16,730,348",""
"2012","Austria","Total","Total","Number","8,408,121",""
"2012","Poland","Total","Total","Number","38,063,792",""
"2012","Portugal","Total","Total","Number","10,542,398",""
"2012","Romania","Total","Total","Number","20,095,996",""
"2012","Slovenia","Total","Total","Number","2,055,496",""
"2012","Slovakia","Total","Total","Number","5,404,322",""
"2012","Finland","Total","Total","Number","5,401,267",""
"2012","Sweden","Total","Total","Number","9,482,855",""
"2012","United Kingdom","Total","Total","Number","63,495,303",""
"2012","Iceland","Total","Total","Number","319,575",""
"2012","Liechtenstein","Total","Total","Number","36,475",""
"2012","Norway","Total","Total","Number","4,985,870",""
"2012","Switzerland","Total","Total","Number","7,954,662",""
"2012","Montenegro","Total","Total","Number","620,308",""
"2012","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,059,794",""
"2012","Albania","Total","Total","Number","2,903,008",""
"2012","Serbia","Total","Total","Number","7,216,649",""
"2012","Turkey","Total","Total","Number","74,724,269",""
"2012","Andorra","Total","Total","Number","78,115",""
"2012","Belarus","Total","Total","Number","9,465,150",""
"2012","Bosnia and Herzegovina","Total","Total","Number","3,839,265",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":","p"
"2012","Moldova","Total","Total","Number","3,559,541",""
"2012","Monaco","Total","Total","Number",":",""
"2012","Russia","Total","Total","Number","143,056,383",""
"2012","San Marino","Total","Total","Number","33,376",""
"2012","Ukraine","Total","Total","Number","45,453,282",""
"2012","Armenia","Total","Total","Number","3,274,285",""
"2012","Azerbaijan","Total","Total","Number","9,235,085",""
"2012","Georgia","Total","Total","Number","4,497,617",""
"2013","Belgium","Total","Total","Number","11,137,974",""
"2013","Bulgaria","Total","Total","Number","7,284,552",""
"2013","Czechia","Total","Total","Number","10,516,125",""
"2013","Denmark","Total","Total","Number","5,602,628",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Number","80,523,746",""
"2013","Estonia","Total","Total","Number","1,320,174",""
"2013","Ireland","Total","Total","Number","4,609,779",""
"2013","Greece","Total","Total","Number","11,003,615",""
"2013","Spain","Total","Total","Number","46,727,890",""
"2013","France","Total","Total","Number","65,600,350",""
"2013","France (metropolitan)","Total","Total","Number","63,697,865",""
"2013","Croatia","Total","Total","Number","4,262,140",""
"2013","Italy","Total","Total","Number","59,685,227",""
"2013","Cyprus","Total","Total","Number","865,878",""
"2013","Latvia","Total","Total","Number","2,023,825",""
"2013","Lithuania","Total","Total","Number","2,971,905",""
"2013","Luxembourg","Total","Total","Number","537,039",""
"2013","Hungary","Total","Total","Number","9,908,798",""
"2013","Malta","Total","Total","Number","422,509",""
"2013","Netherlands","Total","Total","Number","16,779,575",""
"2013","Austria","Total","Total","Number","8,451,860",""
"2013","Poland","Total","Total","Number","38,062,535",""
"2013","Portugal","Total","Total","Number","10,487,289",""
"2013","Romania","Total","Total","Number","20,020,074",""
"2013","Slovenia","Total","Total","Number","2,058,821",""
"2013","Slovakia","Total","Total","Number","5,410,836",""
"2013","Finland","Total","Total","Number","5,426,674",""
"2013","Sweden","Total","Total","Number","9,555,893",""
"2013","United Kingdom","Total","Total","Number","63,905,297",""
"2013","Iceland","Total","Total","Number","321,857",""
"2013","Liechtenstein","Total","Total","Number","36,838",""
"2013","Norway","Total","Total","Number","5,051,275",""
"2013","Switzerland","Total","Total","Number","8,039,060",""
"2013","Montenegro","Total","Total","Number","620,893",""
"2013","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,062,294",""
"2013","Albania","Total","Total","Number","2,897,770",""
"2013","Serbia","Total","Total","Number","7,181,505",""
"2013","Turkey","Total","Total","Number","75,627,384",""
"2013","Andorra","Total","Total","Number","76,246",""
"2013","Belarus","Total","Total","Number","9,463,840",""
"2013","Bosnia and Herzegovina","Total","Total","Number",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"2013","Moldova","Total","Total","Number","3,559,497",""
"2013","Monaco","Total","Total","Number",":",""
"2013","Russia","Total","Total","Number",":",""
"2013","San Marino","Total","Total","Number","33,562",""
"2013","Ukraine","Total","Total","Number","45,372,692",""
"2013","Armenia","Total","Total","Number",":",""
"2013","Azerbaijan","Total","Total","Number","9,356,483",""
"2013","Georgia","Total","Total","Number",":",""
"2014","Belgium","Total","Total","Number","11,180,840",""
"2014","Bulgaria","Total","Total","Number","7,245,677",""
"2014","Czechia","Total","Total","Number","10,512,419",""
"2014","Denmark","Total","Total","Number","5,627,235",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","Number","80,767,463",""
"2014","Estonia","Total","Total","Number","1,315,819",""
"2014","Ireland","Total","Total","Number","4,637,852",""
"2014","Greece","Total","Total","Number","10,926,807",""
"2014","Spain","Total","Total","Number","46,512,199",""
"2014","France","Total","Total","Number","65,942,267",""
"2014","France (metropolitan)","Total","Total","Number",":",""
"2014","Croatia","Total","Total","Number","4,246,809",""
"2014","Italy","Total","Total","Number","60,782,668",""
"2014","Cyprus","Total","Total","Number","858,000",""
"2014","Latvia","Total","Total","Number","2,001,468",""
"2014","Lithuania","Total","Total","Number","2,943,472",""
"2014","Luxembourg","Total","Total","Number","549,680",""
"2014","Hungary","Total","Total","Number","9,877,365",""
"2014","Malta","Total","Total","Number","429,424",""
"2014","Netherlands","Total","Total","Number","16,829,289",""
"2014","Austria","Total","Total","Number","8,507,786",""
"2014","Poland","Total","Total","Number","38,017,856",""
"2014","Portugal","Total","Total","Number","10,427,301",""
"2014","Romania","Total","Total","Number","19,947,311","e"
"2014","Slovenia","Total","Total","Number","2,061,085",""
"2014","Slovakia","Total","Total","Number","5,415,949",""
"2014","Finland","Total","Total","Number","5,451,270",""
"2014","Sweden","Total","Total","Number","9,644,864",""
"2014","United Kingdom","Total","Total","Number","64,351,155",""
"2014","Iceland","Total","Total","Number","325,671",""
"2014","Liechtenstein","Total","Total","Number","37,129",""
"2014","Norway","Total","Total","Number","5,107,970",""
"2014","Switzerland","Total","Total","Number","8,139,631",""
"2014","Montenegro","Total","Total","Number","621,521",""
"2014","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,065,769",""
"2014","Albania","Total","Total","Number","2,892,394",""
"2014","Serbia","Total","Total","Number","7,146,759",""
"2014","Turkey","Total","Total","Number","76,667,864",""
"2014","Andorra","Total","Total","Number",":",""
"2014","Belarus","Total","Total","Number","9,468,154",""
"2014","Bosnia and Herzegovina","Total","Total","Number",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"2014","Moldova","Total","Total","Number","3,557,634",""
"2014","Monaco","Total","Total","Number",":",""
"2014","Russia","Total","Total","Number","143,666,931",""
"2014","San Marino","Total","Total","Number",":",""
"2014","Ukraine","Total","Total","Number","45,245,894",""
"2014","Armenia","Total","Total","Number",":",""
"2014","Azerbaijan","Total","Total","Number","9,477,119",""
"2014","Georgia","Total","Total","Number","4,490,498",""
"2015","Belgium","Total","Total","Number","11,237,274",""
"2015","Bulgaria","Total","Total","Number","7,202,198",""
"2015","Czechia","Total","Total","Number","10,538,275",""
"2015","Denmark","Total","Total","Number","5,659,715",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Total","Number","81,197,537",""
"2015","Estonia","Total","Total","Number","1,314,870","b"
"2015","Ireland","Total","Total","Number","4,677,627",""
"2015","Greece","Total","Total","Number","10,858,018",""
"2015","Spain","Total","Total","Number","46,449,565",""
"2015","France","Total","Total","Number","66,456,279","b"
"2015","France (metropolitan)","Total","Total","Number",":",""
"2015","Croatia","Total","Total","Number","4,225,316",""
"2015","Italy","Total","Total","Number","60,795,612",""
"2015","Cyprus","Total","Total","Number","847,008",""
"2015","Latvia","Total","Total","Number","1,986,096",""
"2015","Lithuania","Total","Total","Number","2,921,262",""
"2015","Luxembourg","Total","Total","Number","562,958",""
"2015","Hungary","Total","Total","Number","9,855,571",""
"2015","Malta","Total","Total","Number","439,691",""
"2015","Netherlands","Total","Total","Number","16,900,726",""
"2015","Austria","Total","Total","Number","8,584,926",""
"2015","Poland","Total","Total","Number","38,005,614",""
"2015","Portugal","Total","Total","Number","10,374,822",""
"2015","Romania","Total","Total","Number","19,870,647","e"
"2015","Slovenia","Total","Total","Number","2,062,874",""
"2015","Slovakia","Total","Total","Number","5,421,349",""
"2015","Finland","Total","Total","Number","5,471,753",""
"2015","Sweden","Total","Total","Number","9,747,355",""
"2015","United Kingdom","Total","Total","Number","64,875,165","e"
"2015","Iceland","Total","Total","Number","329,100",""
"2015","Liechtenstein","Total","Total","Number","37,366",""
"2015","Norway","Total","Total","Number","5,166,493",""
"2015","Switzerland","Total","Total","Number","8,237,666",""
"2015","Montenegro","Total","Total","Number","622,099",""
"2015","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,069,172",""
"2015","Albania","Total","Total","Number","2,885,796",""
"2015","Serbia","Total","Total","Number","7,114,393",""
"2015","Turkey","Total","Total","Number","77,695,904",""
"2015","Andorra","Total","Total","Number",":",""
"2015","Belarus","Total","Total","Number","9,480,868",""
"2015","Bosnia and Herzegovina","Total","Total","Number",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"2015","Moldova","Total","Total","Number","3,555,159",""
"2015","Monaco","Total","Total","Number",":",""
"2015","Russia","Total","Total","Number",":",""
"2015","San Marino","Total","Total","Number",":",""
"2015","Ukraine","Total","Total","Number","42,759,661","b"
"2015","Armenia","Total","Total","Number","3,010,598",""
"2015","Azerbaijan","Total","Total","Number","9,593,038",""
"2015","Georgia","Total","Total","Number","3,729,500",""
"2016","Belgium","Total","Total","Number","11,311,117",""
"2016","Bulgaria","Total","Total","Number","7,153,784",""
"2016","Czechia","Total","Total","Number","10,553,843",""
"2016","Denmark","Total","Total","Number","5,707,251",""
"2016","Germany (until 1990 former territory of the FRG)","Total","Total","Number","82,175,684",""
"2016","Estonia","Total","Total","Number","1,315,944",""
"2016","Ireland","Total","Total","Number","4,726,286",""
"2016","Greece","Total","Total","Number","10,783,748",""
"2016","Spain","Total","Total","Number","46,440,099",""
"2016","France","Total","Total","Number","66,730,453","p"
"2016","France (metropolitan)","Total","Total","Number",":",""
"2016","Croatia","Total","Total","Number","4,190,669",""
"2016","Italy","Total","Total","Number","60,665,551",""
"2016","Cyprus","Total","Total","Number","848,319",""
"2016","Latvia","Total","Total","Number","1,968,957",""
"2016","Lithuania","Total","Total","Number","2,888,558",""
"2016","Luxembourg","Total","Total","Number","576,249",""
"2016","Hungary","Total","Total","Number","9,830,485",""
"2016","Malta","Total","Total","Number","450,415",""
"2016","Netherlands","Total","Total","Number","16,979,120",""
"2016","Austria","Total","Total","Number","8,700,471",""
"2016","Poland","Total","Total","Number","37,967,209",""
"2016","Portugal","Total","Total","Number","10,341,330",""
"2016","Romania","Total","Total","Number","19,760,314",""
"2016","Slovenia","Total","Total","Number","2,064,188",""
"2016","Slovakia","Total","Total","Number","5,426,252",""
"2016","Finland","Total","Total","Number","5,487,308",""
"2016","Sweden","Total","Total","Number","9,851,017",""
"2016","United Kingdom","Total","Total","Number","65,382,556","e"
"2016","Iceland","Total","Total","Number","332,529",""
"2016","Liechtenstein","Total","Total","Number","37,622",""
"2016","Norway","Total","Total","Number","5,210,721",""
"2016","Switzerland","Total","Total","Number","8,327,126",""
"2016","Montenegro","Total","Total","Number","622,218",""
"2016","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,071,278",""
"2016","Albania","Total","Total","Number","2,875,592",""
"2016","Serbia","Total","Total","Number","7,076,372",""
"2016","Turkey","Total","Total","Number","78,741,053",""
"2016","Andorra","Total","Total","Number",":",""
"2016","Belarus","Total","Total","Number","9,498,364",""
"2016","Bosnia and Herzegovina","Total","Total","Number",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","1,771,604","p"
"2016","Moldova","Total","Total","Number",":",""
"2016","Monaco","Total","Total","Number",":",""
"2016","Russia","Total","Total","Number",":",""
"2016","San Marino","Total","Total","Number",":",""
"2016","Ukraine","Total","Total","Number","42,590,879",""
"2016","Armenia","Total","Total","Number","2,998,577",""
"2016","Azerbaijan","Total","Total","Number","9,705,643",""
"2016","Georgia","Total","Total","Number","3,720,400",""
"2017","Belgium","Total","Total","Number","11,351,727",""
"2017","Bulgaria","Total","Total","Number","7,101,859",""
"2017","Czechia","Total","Total","Number","10,578,820",""
"2017","Denmark","Total","Total","Number","5,748,769",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Number","82,521,653",""
"2017","Estonia","Total","Total","Number","1,315,635",""
"2017","Ireland","Total","Total","Number","4,784,383",""
"2017","Greece","Total","Total","Number","10,768,193",""
"2017","Spain","Total","Total","Number","46,528,024",""
"2017","France","Total","Total","Number","66,989,083","p"
"2017","France (metropolitan)","Total","Total","Number",":",""
"2017","Croatia","Total","Total","Number","4,154,213",""
"2017","Italy","Total","Total","Number","60,589,445",""
"2017","Cyprus","Total","Total","Number","854,802",""
"2017","Latvia","Total","Total","Number","1,950,116",""
"2017","Lithuania","Total","Total","Number","2,847,904",""
"2017","Luxembourg","Total","Total","Number","590,667","b"
"2017","Hungary","Total","Total","Number","9,797,561",""
"2017","Malta","Total","Total","Number","460,297",""
"2017","Netherlands","Total","Total","Number","17,081,507",""
"2017","Austria","Total","Total","Number","8,772,865",""
"2017","Poland","Total","Total","Number","37,972,964",""
"2017","Portugal","Total","Total","Number","10,309,573",""
"2017","Romania","Total","Total","Number","19,644,350",""
"2017","Slovenia","Total","Total","Number","2,065,895",""
"2017","Slovakia","Total","Total","Number","5,435,343",""
"2017","Finland","Total","Total","Number","5,503,297",""
"2017","Sweden","Total","Total","Number","9,995,153",""
"2017","United Kingdom","Total","Total","Number","65,808,573",""
"2017","Iceland","Total","Total","Number","338,349",""
"2017","Liechtenstein","Total","Total","Number","37,810",""
"2017","Norway","Total","Total","Number","5,258,317",""
"2017","Switzerland","Total","Total","Number","8,419,550",""
"2017","Montenegro","Total","Total","Number","622,387",""
"2017","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,073,702",""
"2017","Albania","Total","Total","Number","2,876,591",""
"2017","Serbia","Total","Total","Number","7,040,272",""
"2017","Turkey","Total","Total","Number","79,814,871",""
"2017","Andorra","Total","Total","Number",":",""
"2017","Belarus","Total","Total","Number","9,504,704",""
"2017","Bosnia and Herzegovina","Total","Total","Number",":",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","1,783,531",""
"2017","Moldova","Total","Total","Number","3,550,852",""
"2017","Monaco","Total","Total","Number",":",""
"2017","Russia","Total","Total","Number",":",""
"2017","San Marino","Total","Total","Number",":",""
"2017","Ukraine","Total","Total","Number","42,414,905",""
"2017","Armenia","Total","Total","Number","2,986,151",""
"2017","Azerbaijan","Total","Total","Number","9,809,981",""
"2017","Georgia","Total","Total","Number","3,718,200",""
